CODIGO,CURSO,DEP,SECCION,TIPO,DIA,HORA,AULA,DOCENTE,CICLO
EE593,SISTEMAS DE RADIOCOMUNICACION                               ,L3,M,P,MI,19:00-21:00,VIRTUAL,"LOZANO SALAS, JULIO",7
EE658,REDES DE AUTOMATIZACION Y PROCESOS INDUSTRIALES,L3,M,T,MI,08:00-10:00,VIRTUAL,"GALVEZ LEGUA, MAURICIO PEDRO",7
EE658,REDES DE AUTOMATIZACION Y PROCESOS INDUSTRIALES,L3,M,P,MI,10:00-12:00,VIRTUAL,"GALVEZ LEGUA, MAURICIO PEDRO",7
EE644,DISEÑO LÓGICO DIGITAL                                                                                   ,L2-L3,M,T,VI,08:00-10:00,VIRTUAL,"DIAZ ALIAGA, JULIO",7
EE644,DISEÑO LÓGICO DIGITAL                                                                                   ,L2-L3,M,P,VI,14:00-16:00,VIRTUAL,"DIAZ ALIAGA, JULIO",7
EE644,DISEÑO LÓGICO DIGITAL                                                                                   ,L2-L3,M,L,JU,16:00-18:00,VIRTUAL,"DIAZ ALIAGA, JULIO",7
EE644,DISEÑO LÓGICO DIGITAL                                                                                   ,L2-L3,N,T,MI,10:00-12:00,VIRTUAL,"BRICEÑO ARANDA, CESAR",7
EE644,DISEÑO LÓGICO DIGITAL                                                                                   ,L2-L3,N,P,MI,14:00-16:00,VIRTUAL,"BRICEÑO ARANDA, CESAR",7
EE644,DISEÑO LÓGICO DIGITAL                                                                                   ,L2-L3,N,L,VI,08:00 - 10:00,VIRTUAL,"BRICEÑO ARANDA, CESAR",7
EE678,INSTRUMENTACIÓN Y CONTROL DE PROCESOS INDUSTRIALES ,L2,M,T,MI,14:00-16:00,VIRTUAL,"MEDINA RAMOS, CARLOS",7
EE678,INSTRUMENTACIÓN Y CONTROL DE PROCESOS INDUSTRIALES ,L2,M,P,MI,16:00-18:00,VIRTUAL,"MEDINA RAMOS, CARLOS",7
EE678,INSTRUMENTACIÓN Y CONTROL DE PROCESOS INDUSTRIALES,L2,M,L,LU,14:00-16:00,VIRTUAL,NN,7
EE678,INSTRUMENTACIÓN Y CONTROL DE PROCESOS INDUSTRIALES ,L2,N,T,LU,14:00-16:00,VIRTUAL,"MEDINA RAMOS, CARLOS",7
EE678,INSTRUMENTACIÓN Y CONTROL DE PROCESOS INDUSTRIALES ,L2,N,P,LU,10:00-12:00,VIRTUAL,"RAMIREZ HUAMAN, LUIS ENRIQUE",7
EE678,INSTRUMENTACIÓN Y CONTROL DE PROCESOS INDUSTRIALES,L2,N,L,MA,16:00-18:00,VIRTUAL,"RAMIREZ HUAMAN, LUIS ENRIQUE",7
BEG06,FORMULACIÓN Y EVALUACION DE PROYECTOS                            ,L1-L12-L3,M,T,MI,18:00-20:00,VIRTUAL,"SALVADOR JACOME, LEONCIO JULIO",8
BEG06,FORMULACIÓN Y EVALUACION DE PROYECTOS                            ,L1-L12-L3,M,P,JU,18:00-20:00,VIRTUAL,"SALVADOR JACOME, LEONCIO JULIO",8
BEG06,FORMULACIÓN Y EVALUACION DE PROYECTOS                            ,L1-L12-L3,N,T,MI,20:00-22:00,VIRTUAL,"SALVADOR JACOME, LEONCIO JULIO",8
BEG06,FORMULACIÓN Y EVALUACION DE PROYECTOS                            ,L1-L12-L3,N,P,JU,20:00-22:00,VIRTUAL,"SALVADOR JACOME, LEONCIO JULIO",8
BEG06,FORMULACIÓN Y EVALUACION DE PROYECTOS                            ,L1-L12-L3,O,T,SA,08:00-10:00,VIRTUAL,"MONTES BAZALAR, LUIS",8
BEG06,FORMULACIÓN Y EVALUACION DE PROYECTOS                            ,L1-L12-L3,O,P,SA,10:00-12:00,VIRTUAL,"MONTES BAZALAR, LUIS",8
BEG06,FORMULACIÓN Y EVALUACION DE PROYECTOS                            ,L1-L12-L3,P,T,MI,14:00-16:00,VIRTUAL,"SANDOVAL RODRIGUEZ, ALBERTO",8
BEG06,FORMULACIÓN Y EVALUACION DE PROYECTOS                            ,L1-L12-L3,P,P,LU,16:00 - 18:00,VIRTUAL,"SANDOVAL RODRIGUEZ, ALBERTO",8
BEG06,FORMULACIÓN Y EVALUACION DE PROYECTOS                            ,L1-L12-L3,Q,T,MA,20:00-22:00,VIRTUAL,"DEGREGORI CADENILLAS, LUIS",8
BEG06,FORMULACIÓN Y EVALUACION DE PROYECTOS                            ,L1-L12-L3,Q,P,JU,20:00-22:00,VIRTUAL,"DEGREGORI CADENILLAS, LUIS",8
EE225,MÁQUINAS ELÉCTRICAS III,L1,M,T,MI,08:00 - 10:00,VIRTUAL,"PALMA GARCIA, MODESTO TOMAS",8
EE225,MÁQUINAS ELÉCTRICAS III,L1,M,P,MI,10:00-12:00,VIRTUAL,"PALMA GARCIA, MODESTO TOMAS",8
EE242,LABORATORIO DE MÁQUINAS ELÉCTRICAS II,L1,M,L,JU,08:00-10:00,LAB L1,"ROJAS MIRANDA, LUIS",8
EE242,LABORATORIO DE MÁQUINAS ELÉCTRICAS II,L1,N,L,MA,12:00-14:00,LAB L1,"PUICAN VERA, JOSE",8
EE242,LABORATORIO DE MÁQUINAS ELÉCTRICAS II,L1,O,L,MA,08:00-10:00,LAB L1,"PUICAN VERA, JOSE",8
EE336,INGENIERIA DE ALTA TENSION                                                                             ,L1,M,T,LU,16:00-19:00,VIRTUAL,"YANQUE MONTUFAR, JUSTO",8
EE336,INGENIERIA DE ALTA TENSION                                                                             ,L1,M,L,LU,14:00-16:00,VIRTUAL,"YANQUE MONTUFAR, JUSTO/SANDOVAL RODRIGUEZ, ALBERTO",8
EE375,ESTABILIDAD DE SISTEMAS DE POTENCIA,L1,M,T,JU,19:00-22:00,VIRTUAL,"RAMIREZ ARCELLES, ROBERTO",8
EE375,ESTABILIDAD DE SISTEMAS DE POTENCIA,L1,M,P,MI,20:00-22:00,VIRTUAL,"RAMIREZ ARCELLES, ROBERTO",8
EE393,LINEAS DE TRANSMISION DE POTENCIA,L1,M,T,VI,18:00-20:00,VIRTUAL,"BAUTISTA RIOS, JUAN PABLO",8
EE393,LINEAS DE TRANSMISION DE POTENCIA,L1,M,P,VI,20:00-22:00,VIRTUAL,"BAUTISTA RIOS, JUAN PABLO",8
EE393,LINEAS DE TRANSMISION DE POTENCIA,L1,N,T,VI,20:00-22:00,VIRTUAL,"MORENO CUEVA, CESAR",8
EE393,LINEAS DE TRANSMISION DE POTENCIA,L1,N,P,JU,20:00-22:00,VIRTUAL,"MORENO CUEVA, CESAR",8
EE470,INSTALACIONES ELECTRICAS INDUSTRIALES                            ,L1,M,T,MA,14:00-17:00,VIRTUAL,"ROSADO AGUIRRE, ESTANISLAO UBALDO",8
EE470,INSTALACIONES ELECTRICAS INDUSTRIALES                            ,L1,M,P,JU,14:00-16:00,VIRTUAL,"ROSADO AGUIRRE, ESTANISLAO UBALDO",8
EE468,ELECTRÓNICA DE RADIOCOMUNICACIONES                                     ,L2-L3,M,T,MA,09:00-12:00,VIRTUAL,NN,8
EE468,ELECTRÓNICA DE RADIOCOMUNICACIONES                                     ,L2-L3,M,P,MA,12:00-14:00,VIRTUAL,NN,8
EE468,ELECTRÓNICA DE RADIOCOMUNICACIONES                                     ,L2-L3,N,T,MI,08:00-11:00,VIRTUAL,NN,8
EE468,ELECTRÓNICA DE RADIOCOMUNICACIONES                                     ,L2-L3,N,P,MI,11:00-13:00,VIRTUAL,NN,8
EE592,MICROONDAS,L3,M,T,LU,18:00-20:00,VIRTUAL,"LOPEZ TAFUR, MARCIAL ANTONIO",8
EE592,MICROONDAS,L3,M,P,LU,20:00-22:00,VIRTUAL,"LOPEZ TAFUR, MARCIAL ANTONIO",8
EE592,MICROONDAS,L3,M,L,JU,08:00-10:00,LAB L3,"CAJAHUARINGA CAMACO, ARMANDO",8
EE592,MICROONDAS,L3,N,T,MI,18:00-20:00,VIRTUAL,"ALVAREZ MONTOYA, JUAN",8
EE592,MICROONDAS,L3,N,P,MI,20:00-22:00,VIRTUAL,"ALVAREZ MONTOYA, JUAN",8
EE592,MICROONDAS,L3,N,L,JU,10:00-12:00,LAB L3,"CAJAHUARINGA CAMACO, ARMANDO",8
CIB02,INGENIERIA DE SOFTWARE                                                                 ,L3,M,T,SA,13:00-15:00,VIRTUAL,"GALVEZ LEGUA, MAURICIO PEDRO",8
CIB02,INGENIERIA DE SOFTWARE                                                                 ,L3,M,L,SA,15:00-17:00,VIRTUAL,"GALVEZ LEGUA, MAURICIO PEDRO",8
EE594,ANTENAS,L2-L3,M,T,MA,18:00-20:00,VIRTUAL,"LOPEZ TAFUR, MARCIAL ANTONIO",8
EE594,ANTENAS,L2-L3,M,L,MA,20:00-22:00,VIRTUAL,"LOPEZ TAFUR, MARCIAL ANTONIO",8
EE596,SISTEMAS DE RADIODIFUSION Y TELEVISION POR CABLE    ,L2-L3,M,T,VI,18:00-20:00,VIRTUAL,"PATTRONI CHAVEZ,  ARMANDO",8
EE596,SISTEMAS DE RADIODIFUSION Y TELEVISION POR CABLE       ,L2-L3,M,P,VI,20:00-22:00,VIRTUAL,"PATTRONI CHAVEZ,  ARMANDO",8
EE598,RADIODIFUSION DE VIDEO Y AUDIO DIGITALES               ,L2-L3,M,T,LU,18:00-20:00,VIRTUAL,"PATTRONI CHAVEZ,  ARMANDO",8
EE598,RADIODIFUSION DE VIDEO Y AUDIO DIGITALES               ,L2-L3,M,P,LU,20:00-22:00,VIRTUAL,"PATTRONI CHAVEZ,  ARMANDO",8
EE621,CONTROLES ELECTRICOS Y AUTOMATIZACION,L2,M,T,MA,19:00-22:00,VIRTUAL,"AQUIZE PALACIOS, RUBEN",8
EE621,CONTROLES ELECTRICOS Y AUTOMATIZACION,l2,M,L,JU,18:00-20:00,VIRTUAL,"AQUIZE PALACIOS, RUBEN",8
EE689,ARQUITECTURA DE MICROCONTROLADORES AVANZADOS,L2,M,T,JU,18:00-20:00,VIRTUAL,"BARRIGA HOYLE, JAVIER",8
EE689,ARQUITECTURA DE MICROCONTROLADORES AVANZADOS,L2,M,L,JU,20:00-22:00,VIRTUAL,"BARRIGA HOYLE, JAVIER",8
EE681,ARQUITECTURA DE COMPUTADORAS DE PROCESAMIENTO PARALELO,L2,M,T,MI,10:00-12:00,VIRTUAL,"MORALES VILLANUEVA, AURELIO",8
EE681,ARQUITECTURA DE COMPUTADORAS DE PROCESAMIENTO PARALELO,L2,M,P,VI,08:00-10:00,VIRTUAL,"MORALES VILLANUEVA, AURELIO",8
EE681,ARQUITECTURA DE COMPUTADORAS DE PROCESAMIENTO PARALELO,L2,M,L,VI,10:00-12:00,VIRTUAL,"MORALES VILLANUEVA, AURELIO",8
EE508,INGENIERIA DE AUDIO Y VIDEO,L2-L3,M,T,VI,20:00-22:00,VIRTUAL,"LOPEZ TAFUR, MARCIAL ANTONIO",8
EE508,INGENIERIA DE AUDIO Y VIDEO,L2-L3,M,P,VI,18:00-20:00,VIRTUAL,"LOPEZ TAFUR, MARCIAL ANTONIO",8
EE693,SISTEMAS MICROELECTRONICOS INTEGRADOS,L2-L3,M,T,MI,18:00-20:00,VIRTUAL,"ALARCON MATUTTI, RUBEN VIRGILIO",8
EE693,SISTEMAS MICROELECTRONICOS INTEGRADOS,L2-L3,M,L,MI,20:00-22:00,VIRTUAL,"ALARCON MATUTTI, RUBEN VIRGILIO",8
EE585,TRANSITORIOS ELECTROMAGNETICOS EN SISTEMAS DE POTENCIA,L1,M,T,SA,14:00-16:00,VIRTUAL,"BEDRIÑANA ARONES, MANFRED FRITZ",8
EE585,TRANSITORIOS ELECTROMAGNETICOS EN SISTEMAS DE POTENCIA,L1,M,L,SA,16:00-18:00,VIRTUAL,"BEDRIÑANA ARONES, MANFRED FRITZ",8
EE672,ROBOTICA INDUSTRIAL,L1-L2-L3,M,T,LU,20:00-22:00,VIRTUAL,"GALVEZ LEGUA, MAURICIO PEDRO",8
EE672,ROBOTICA INDUSTRIAL,L1-L2-L3,M,P,SA,18:00-20:00,VIRTUAL,"GALVEZ LEGUA, MAURICIO PEDRO",8
EE672,ROBOTICA INDUSTRIAL,L1-L2-L3,M,L,SA,20:00-22:00,VIRTUAL,"GALVEZ LEGUA, MAURICIO PEDRO",8
EE676,CENTRALES ELÉCTRICAS I,L1,M,T,SA,08:00-10:00,VIRTUAL,"ANTARA ARIAS, RONAL",9
EE676,CENTRALES ELÉCTRICAS I,L1,M,P,MI,20:00-22:00,VIRTUAL,"AGUILAR QUIROZ, RICARDO",9
EE344,INGENIERÍA DE ILUMINACIÓN,L1,M,T,JU,08:00-10:00,VIRTUAL,"CHACALIAZA HUAPAYA, LUIS",9
EE344,INGENIERÍA DE ILUMINACIÓN,L1,M,P,JU,10:00-12:00,VIRTUAL,"CHACALIAZA HUAPAYA, LUIS",9
EE346,INSTALACIONES ELÉCTRICAS II,L1,M,T,JU,16:00-19:00,VIRTUAL,"HUAYLLASCO MONTALVA, CARLOS",9
EE346,INSTALACIONES ELÉCTRICAS II,L1,M,P,VI,18:00-20:00,VIRTUAL,"MORENO CUEVA, CESAR",9
EE445,PROYECTO FIN DE CARRERA (L1),L1,M,T,MA,16:00-18:00,VIRTUAL,"FLORES TINOCO, MOISES ARISTE",9
EE445,PROYECTO FIN DE CARRERA (L1),L1,M,P/L,MI,16:00-20:00,VIRTUAL,"FLORES TINOCO, MOISES ARISTE",9
EE445,PROYECTO FIN DE CARRERA (L1),L1,N,T,VI,18:00-20:00,VIRTUAL,NN,9
EE445,PROYECTO FIN DE CARRERA (L1),L1,N,P/L,VI,14:00-18:00,VIRTUAL,"KOC RUEDA, JOSE ELMER",9
EE445,PROYECTO FIN DE CARRERA (L1),L1,O,T,MA,16:00-18:00,VIRTUAL,"CACERES CARDENAS, FELIX VICTOR",9
EE445,PROYECTO FIN DE CARRERA (L1),L1,O,P/L,VI,14:00-18:00,VIRTUAL,nn,9
EE445,"PROYECTO FIN DE CARRERA (L2,L3)",L2,P,T,MI,20:00 - 22:00,VIRTUAL,"CARBONEL OLAZABAL, DANIEL",9
EE445,"PROYECTO FIN DE CARRERA (L2,L3)",L2,P,P/L,VI,18:00-22:00,VIRTUAL,"ATALAYA PISCO, CESAR AUGUSTO",9
EE445,"PROYECTO FIN DE CARRERA (L2,L3)",L2,Q,T,LU,16:00-18:00,VIRTUAL,NN,9
EE445,"PROYECTO FIN DE CARRERA (L2,L3)",L2,Q,P/L,MA,18:00-22:00,VIRTUAL,NN,9
EE445,"PROYECTO FIN DE CARRERA (L2,L3)",L3,R,T,MA,18:00-20:00,VIRTUAL,"FIGUEROA SANTOS, LUIS LEONCIO",9
EE445,"PROYECTO FIN DE CARRERA (L2,L3)",L3,R,P/L,VI,16:00-20:00,VIRTUAL,"FIGUEROA SANTOS, LUIS LEONCIO",9
EE445,"PROYECTO FIN DE CARRERA (L2,L3)",L3,S,T,MA,16:00-18:00,VIRTUAL,"FIGUEROA SANTOS, LUIS LEONCIO",9
EE445,"PROYECTO FIN DE CARRERA (L2,L3)",L3,S,P/L,JU,14:00-18:00,VIRTUAL,"FIGUEROA SANTOS, LUIS LEONCIO",9
EE498,LABORATORIO DE RADIOCOMUNICACIONES                      ,L2-L3,M,L,MA,14:00-16:00,VIRTUAL,"FLORES ATOCHE, BEAU",9
EE498,LABORATORIO DE RADIOCOMUNICACIONES                      ,L2-L3,N,L,JU,14:00-16:00,VIRTUAL,"ALBURQUEQUE GUERRERO, ANGEL",9
EE498,LABORATORIO DE RADIOCOMUNICACIONES                      ,L2-L3,O,L,MA,10:00-12:00,VIRTUAL,"FLORES ATOCHE, BEAU",9
EE625,CONTROL III,L2,M,T,LU,18:00-21:00,VIRTUAL,"MACHUCA MINES, JOSE",9
EE625,CONTROL III,L2,M,P,VI,14:00-16:00,VIRTUAL,"MACHUCA MINES, JOSE",9
EE698,LABORATORIO DE SISTEMAS ELECTRICOS DE POTENCIA ,L1,M,L,MA,10:00-12:00,LAB L1,"MEDINA RAMIREZ, JOSE AGUSTIN",9
EE708,SISTEMAS DE CONMUTACIÓN DE TELECOMUNICACIONES ,L3,M,T,MI,14:00-16:00,VIRTUAL,"TRONCOSO CASTRO, PAUL",9
EE708,SISTEMAS DE CONMUTACIÓN DE TELECOMUNICACIONES,L3,M,P,MI,16:00-18:00,VIRTUAL,"TRONCOSO CASTRO, PAUL",9
CIB14,SISTEMAS OPERATIVOS,L2-L3,M,T,SA,08:00-10:0,VIRTUAL,NN,9
CIB14,SISTEMAS OPERATIVOS,L2-L3,M,L,SA,10:00-12:00,VIRTUAL,NN,9
CIB54,GESTIÓN Y SEGURIDAD DE REDES,L3,M,T,LU,18:00-20:00,VIRTUAL,"NEYRA HERRERA, MIGUEL",9
CIB54,GESTIÓN Y SEGURIDAD DE REDES,L3,M,L,LU,20:00-22:00,VIRTUAL,"NEYRA HERRERA, MIGUEL",9
CIB54,GESTIÓN Y SEGURIDAD DE REDES,L3,N,T,MI,20:00-22:00,VIRTUAL,NN,9
CIB54,GESTIÓN Y SEGURIDAD DE REDES,L3,N,L,MI,18:00-20:00,VIRTUAL,NN,9
EE316,CENTRALES ELÉCTRICAS II,L1,M,T,SA,12:00-15:00,VIRTUAL,"ANTARA ARIAS, RONAL",10
EE316,CENTRALES ELÉCTRICAS II,L1,M,P,VI,20:00-22:00,VIRTUAL,"AGUILAR QUIROZ, RICARDO",10
EE376,PROTECCIÓN DE SISTEMAS DE POTENCIA,L1,M,T,SA,10;00-12;00,VIRTUAL,"ARROYO ARANA, CARLOS ALBERTO",10
EE376,PROTECCIÓN DE SISTEMAS DE POTENCIA,L1,M,P,SA,17:0-19:00,VIRTUAL,"VENTOSILLA ZEVALLOS, MOISES ODAVIO",10
EE385,VALUACION Y TARIFICACION DE LA ENERGIA ELECTRICA,L1,M,T,VI,10:00-13:00,VIRTUAL,"SANDOVAL RODRIGUEZ, ALBERTO",10
EE387,PLANEAMIENTO DE PROYECTOS DE INGENIERIA ELECTRICA,L1,M,T,MA,16:00-18:00,VIRTUAL,"ZORRILLA ACOSTA, JOSE ALBERTO",10
EE387,PLANEAMIENTO DE PROYECTOS DE INGENIERIA ELECTRICA,L1,M,P,MA,18:00-20:00,VIRTUAL,"ZORRILLA ACOSTA, JOSE ALBERTO",10
EE446,PROYECTO DE TESIS (L1),L1,M,T,MA,14:00-16:00,VIRTUAL,"CACERES CARDENAS, FELIX VICTOR",10
EE446,PROYECTO DE TESIS (L1),L1,M,P,VI,14:00-18:00,VIRTUAL,"CACERES CARDENAS, FELIX VICTOR",10
EE446,PROYECTO DE TESIS (L1),L1,N,T,LU,10:00-12:00,VIRTUAL,"PALMA GARCIA, MODESTO TOMAS",10
EE446,PROYECTO DE TESIS (L1),L1,N,P,MI,14:00-18:00,VIRTUAL,"PALMA GARCIA, MODESTO TOMAS",10
EE446,PROYECTO DE TESIS (L1),L1,O,T,SA,08:00-10:00,VIRTUAL,"ARROYO ARANA, CARLOS ALBERTO",10
EE446,PROYECTO DE TESIS (L1),L1,O,P,SA,13:00-17:00,VIRTUAL,"ARROYO ARANA, CARLOS ALBERTO",10
EE446,"PROYECTO DE TESIS (L2,L3)",L2,P,T,MA,17:00-19:00,VIRTUAL,"MEDINA RAMOS, CARLOS",10
EE446,"PROYECTO DE TESIS (L2,L3)",L2,P,P,JU,16:00 - 20:00,VIRTUAL,"MEDINA RAMOS, CARLOS",10
EE446,"PROYECTO DE TESIS (L2,L3)",L2,Q,T,VI,16:00-18:00,VIRTUAL,"TRONCOSO CASTRO, PAUL",10
EE446,"PROYECTO DE TESIS (L2,L3)",L2,Q,P,SA,17:00-21:00,VIRTUAL,"DEGREGORI CADENILLAS, LUIS",10
EE446,"PROYECTO DE TESIS (L2,L3)",L3,R,T,LU,20:00-22:00,VIRTUAL,"ATALAYA PISCO, CESAR AUGUSTO",10
EE446,"PROYECTO DE TESIS (L2,L3)",L3,R,P,MI,18:00-22:00,VIRTUAL,"ATALAYA PISCO, CESAR AUGUSTO",10
EE446,"PROYECTO DE TESIS (L2,L3)",L3,S,T,LU,20:00-22:00,VIRTUAL,"LOZANO SALAS, JULIO",10
EE446,"PROYECTO DE TESIS (L2,L3)",L3,S,P,SA,17:00-21:00,VIRTUAL,"LOZANO SALAS, JULIO",10
EE446,"PROYECTO DE TESIS (L2,L3)",L3,T,T,SA,12:00-14:00,VIRTUAL,"MONTES BAZALAR, LUIS",10
EE446,"PROYECTO DE TESIS (L2,L3)",L3,T,P,VI,18:00-22:00,VIRTUAL,"DIAZ ZEGARRA, JOSE",10
EE679,SUBESTACIONES ELÉCTRICAS,L2,M,T,LU,18:00-20:00,VIRTUAL,"BAUTISTA RIOS, JUAN PABLO",10
EE679,SUBESTACIONES ELÉCTRICAS,L3,M,P,MI,20:00-22:00,VIRTUAL,"BAUTISTA RIOS, JUAN PABLO",10
EE679,SUBESTACIONES ELÉCTRICAS,L2,N,T,MA,20:00-22:00,VIRTUAL,"FLORES TINOCO, MOISES ARISTE",10
EE679,SUBESTACIONES ELÉCTRICAS,L3,N,P,MI,20.00-22:00,VIRTUAL,NN,10
EE712,PLANIFICACION DE REDES DE TELECOMUNICACIONES ,L3,M,T,JU,18:00-20:00,VIRTUAL,"MONTES BAZALAR, LUIS",10
EE712,PLANIFICACION DE REDES DE TELECOMUNICACIONES ,L3,M,L,JU,20:00-22:00,VIRTUAL,"MONTES BAZALAR, LUIS",10
EE548,REDES INALAMBRICAS Y MOVILES                                  ,L3,M,P,LU,14:00-16:00,VIRTUAL,"TRONCOSO CASTRO, PAUL",10
EE548,REDES INALAMBRICAS Y MOVILES                                  ,L3,M,T,LU,16:00-18:00,VIRTUAL,"TRONCOSO CASTRO, PAUL",10
EE718,SISTEMAS DE CONTROL AVANZADO,L1,M,T,MI,18:00-20:00,VIRTUAL,"MACHUCA MINES, JOSE",10
EE718,SISTEMAS DE CONTROL AVANZADO,L1,M,P,JU,16:00-18:00,VIRTUAL,"MACHUCA MINES, JOSE",10
BRN35,REGULACIÓN Y MERCADO DE LAS TELECOMUNICACIONES,L3,M,T,MA,16:00-18:00,VIRTUAL,"ATALAYA PISCO, CESAR AUGUSTO",10
BRN35,REGULACIÓN Y MERCADO DE LAS TELECOMUNICACIONES,L3,M,P,MA,18:00-20:00,VIRTUAL,"ATALAYA PISCO, CESAR AUGUSTO",10
CIB28,VISIÓN Y ANÁLISIS DE IMÁGENES POR COMPUTADOR,L1-L2-L3,M,T,MI,14:00-16:00,VIRTUAL,"GAMARRA QUISPE, SEGUNDO",10
CIB28,VISIÓN Y ANÁLISIS DE IMÁGENES POR COMPUTADOR,L1-L2-L3,M,L,MI,16:00-18:00,VIRTUAL,"GAMARRA QUISPE, SEGUNDO",10
EE469,ARQUITECTURA DE CENTROS DE DATOS,L1-L2-L3,M,T,VI,14:00-16:00,VIRTUAL,"BENITEZ PALACIOS, JOSE",10
EE469,ARQUITECTURA DE CENTROS DE DATOS,L1-L2-L3,M,L,VI,16:00-18:00,VIRTUAL,"BENITEZ PALACIOS, JOSE",10
EE469,ARQUITECTURA DE CENTROS DE DATOS,L1-L2-L3,N,T,MA,14:00-16:00,VIRTUAL,NN,10
EE469,ARQUITECTURA DE CENTROS DE DATOS,L1-L2-L3,N,L,MI,20:00-22:00,VIRTUAL,NN,10
